,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z_Intercept_subj.504,0.029181987385720073,0.0066817144404507098,0.017090441410952815,0.023645546429868387,0.02882275794267046,0.033576120407103213,0.043437901109915709,0.00061167927934282595
z_Intercept_subj.505,0.029191684181521769,0.0066919970663497606,0.017122910919878047,0.023648164279953535,0.028863545856079791,0.033555421880692528,0.043516765353990142,0.00061154918147369054
z_Intercept_subj.506,0.029271774682557795,0.006733895141730035,0.017061583186068961,0.02364512309973003,0.028905427003490722,0.03379184515084236,0.043622743687912226,0.00061571062160203807
z_Intercept_subj.507,0.029285991483156901,0.0067001236821244365,0.017244925492581602,0.023671710093184292,0.028907103633800457,0.03368868133582132,0.043628368232739405,0.00061257991341005249
z_Intercept_subj.508,0.029215833836493246,0.0066958047786680351,0.017131042831565503,0.023656474545299625,0.028808925942601718,0.033664351088324773,0.043480716768125392,0.00061245945531151385
z_Intercept_subj.509,0.02933284872122191,0.0067707796479925522,0.017116210160021763,0.023655310920601309,0.029002392719664719,0.033768528085332608,0.043623571465011751,0.00061874361428493677
z_Intercept_subj.510,0.029235586882421699,0.0066996746296254647,0.017098345853415093,0.023670956051071487,0.028916041624909794,0.033649781897215791,0.043545209658401654,0.00061280006382280559
z_Intercept_subj.511,0.02922747895996957,0.0067120184310296765,0.017089923310747886,0.023658155547305458,0.028850626283803586,0.033615642332376329,0.043529679948742975,0.00061443206683967533
z_Intercept_subj.512,0.029245292339579572,0.006703567862178527,0.017155873434659279,0.023656626396681667,0.028849369157136533,0.033681130166361845,0.043597141050835557,0.00061411960898272383
z_Intercept_subj.513,0.029348416148607358,0.0067619829366274923,0.017292304609465799,0.023671576537575605,0.029035487333420075,0.033752876190572684,0.043716835920549285,0.00061779832825739958
z_Intercept_subj.514,0.029419421060033549,0.0068105318208602338,0.017356184204364928,0.023682526544390597,0.028985432287324212,0.033896190506923378,0.043799807950282883,0.00062173419500425849
z_Intercept_subj.515,0.02919616283239097,0.0066989387324242321,0.017129577576622076,0.023649404929065213,0.0288272141739877,0.033640776780565027,0.043499852885515257,0.00061406181734041296
z_Intercept_subj.516,0.029267256971064332,0.006739941032803406,0.017136560903447326,0.023653170285992356,0.02886653225674286,0.033725850068952561,0.043549878658368721,0.00061770207054415616
z_Intercept_subj.517,0.029254356138692723,0.0067247042724649176,0.017165080783977105,0.023662261758311025,0.028825438000636913,0.033631346460131661,0.043532166343951219,0.00061527753194981038
z_Intercept_subj.518,0.029182839257008743,0.0067150785726199889,0.017044122848678903,0.023646167109775171,0.028750933310014801,0.033556725114209526,0.043529672510266175,0.00061426530563549338
z_Intercept_subj.519,0.029257630331649531,0.0067177995914681869,0.017225720790977093,0.02365697858481277,0.028903305863651821,0.033704826743998044,0.043584343234058201,0.00061503130436346112
z_Intercept_subj.521,0.02936342808403768,0.0067618589640718561,0.017284097145716642,0.023667303016651733,0.02901772232195754,0.03378592986646959,0.043739672407011404,0.00061888383903049501
z_Intercept_subj.522,0.029254914279537508,0.0067160187632758278,0.017203844759077467,0.023651773589138284,0.02884870946607514,0.0336577435305273,0.043677205741458995,0.00061463909481508498
z_Intercept_subj.523,0.029255600363856004,0.006719981411169332,0.01721966639972855,0.023658276870262309,0.028929766037182173,0.033668767972677704,0.043526117873056082,0.0006148625172028709
z_Intercept_subj.524,0.029179316353117032,0.0066835898279465535,0.017070647229113133,0.023647981520365999,0.028786856691158401,0.033542914433378444,0.043533492572878543,0.00061134264182528646
z_Intercept_subj.525,0.029311587236975644,0.0067477832961580558,0.01712979451641897,0.023654861353142671,0.028954062839191431,0.033741880573139503,0.043617480474296526,0.00061630417787698671
z_Intercept_subj.526,0.029376731973953206,0.0067904376378226166,0.017266279780678608,0.023672931674951447,0.029013724318131939,0.033823055529542359,0.043694935879599016,0.00062007536726708273
z_Intercept_subj.527,0.02920912317231451,0.0066970530664638983,0.017182554793536392,0.023653806517071815,0.028823674802392611,0.033550965714946486,0.043464011629053979,0.00061377063783486904
z_Intercept_subj.528,0.029267637517070559,0.0067086095489852365,0.017032616886311126,0.023655212729406638,0.02888073506543349,0.03362473928760891,0.043617123256740171,0.00061340322853100889
